GRADE,VD/NVD,Batch Number,Date,tap_wt_from_EAF,LIFTING TEMP_LRF,TEMP OPENING_LRF,al ingot_kg__during_EAF_tapping,LIME_LRF,SPAR,OXY_EAF,LRF_Initial_Chemistry_C,LRF_Initial_Chemistry_MN,LRF_Initial_Chemistry_S,LRF_Initial_Chemistry_SI,LRF_Initial_Chemistry_AL,LRF_Initial_Chemistry_N2,Total_Al_LRF_kg,LRF_Final_Chemistry_AL,LRF_Final_Chemistry_C,LRF_Final_Chemistry_MN,Final_S,Final_SI,LRF_Final_Chemistry_N2,GRADE_KEY,C_Target,Mn_Target,Si_Target,Al_Target,C_Min,C_Max,Mn_Min,Mn_Max,Si_Min,Si_Max,Al_Min,Al_Max,N_Max,S_Max,Carbon_Gap,Mn_Gap,Si_Gap,Al_Gap,Mean_Oxygen,Samples
SAE15B25,VD,4617124.0,,99.0,1565.0,1505.0,178.0,1200.0,25.0,3697.0,0.175,0.83,0.057,0.151,0.122,51.0,311.0,0.031,0.257,0.96,0.005,0.191,57.0,SAE15B25,0.265,1.0,0.2,0.0275,0.25,0.28,0.95,1.05,0.15,0.25,0.02,0.035,70.0,0.01,0.09,0.17,0.049,-0.0945,365.15625,16.0
SAE15B25,VD,4617125.0,,93.0,1570.0,1505.0,178.0,1100.0,25.0,3789.0,0.177,0.75,0.055,0.134,0.039,60.0,360.5,0.033,0.257,0.98,0.003,0.2049,64.0,SAE15B25,0.265,1.0,0.2,0.0275,0.25,0.28,0.95,1.05,0.15,0.25,0.02,0.035,70.0,0.01,0.088,0.25,0.066,-0.0115,365.15625,16.0
SAE15B25,VD,4617126.0,,103.0,1560.0,1505.0,178.0,1200.0,25.0,3932.0,0.03,0.74,0.0509,0.133,0.016,51.0,410.0,0.032,0.253,0.98,0.003,0.203,57.0,SAE15B25,0.265,1.0,0.2,0.0275,0.25,0.28,0.95,1.05,0.15,0.25,0.02,0.035,70.0,0.01,0.235,0.26,0.067,0.0115,365.15625,16.0
S275HS,NVD,4617127.0,,96.0,1570.0,1505.0,178.0,1000.0,25.0,3517.0,0.1,0.73,0.062,0.11,0.014,41.0,396.8,0.036,0.167,0.83,0.005,0.2429,61.0,S275HS,,,,,,,,,,,,,,,,,,,342.3058823529412,17.0
SAE15B25,VD,4617128.0,,100.0,1570.0,1505.0,178.0,1300.0,25.0,4210.0,0.127,0.85,0.0609,0.152,0.089,51.0,344.0,0.031,0.255,0.98,0.004,0.183,67.0,SAE15B25,0.265,1.0,0.2,0.0275,0.25,0.28,0.95,1.05,0.15,0.25,0.02,0.035,70.0,0.01,0.138,0.15,0.048,-0.0615,365.15625,16.0
S275HS,NVD,4617129.0,,100.0,1563.0,1505.0,132.0,1350.0,25.0,4055.0,0.169,0.8,0.081,0.151,0.047,44.0,328.36,0.037,0.161,0.83,0.007,0.1789,68.0,S275HS,,,,,,,,,,,,,,,,,,,342.3058823529412,17.0
S275HS,NVD,4617130.0,,100.0,1578.0,1505.0,132.0,1350.0,25.0,3728.0,0.165,0.6,0.067,0.112,0.013,44.0,350.8,0.034,0.173,0.82,0.008,0.201,63.0,S275HS,,,,,,,,,,,,,,,,,,,342.3058823529412,17.0
S275HS,NVD,4617131.0,,99.0,1570.0,1505.0,132.0,1100.0,25.0,3080.0,0.167,0.56,0.0529,0.0899,0.001,63.0,347.5,0.036,0.163,0.85,0.0149,0.193,67.0,S275HS,,,,,,,,,,,,,,,,,,,342.3058823529412,17.0
S275HS,NVD,4617132.0,,107.0,1570.0,1505.0,132.0,1000.0,25.0,4810.0,0.055,0.66,0.048,0.139,0.054,55.0,301.3,0.036,0.159,0.82,0.0109,0.193,66.0,S275HS,,,,,,,,,,,,,,,,,,,342.3058823529412,17.0
S275LS,NVD,4617133.0,,99.0,1615.0,1505.0,110.0,1150.0,25.0,4053.0,0.097,0.65,0.055,0.134,0.027,61.0,315.6,0.037,0.172,0.73,0.014,0.196,68.0,S275LS,,,,,,,,,,,,,,,,,,,217.0,1.0
S275LS,NVD,4617134.0,,99.0,1585.0,1505.0,132.0,850.0,25.0,3401.0,0.156,0.54,0.058,0.124,0.057,54.0,265.0,0.045,0.17,0.73,0.021,0.185,64.0,S275LS,,,,,,,,,,,,,,,,,,,217.0,1.0
S275LS,NVD,4617135.0,,93.0,1578.0,1505.0,132.0,1050.0,25.0,4370.0,0.157,0.55,0.0599,0.0919,0.037,47.0,306.25,0.043,0.168,0.72,0.025,0.202,66.0,S275LS,,,,,,,,,,,,,,,,,,,217.0,1.0
S275LS,NVD,4617136.0,,103.0,1580.0,1505.0,132.0,1100.0,25.0,3457.0,0.17,0.57,0.0719,0.123,0.087,64.0,265.0,0.034,0.163,0.73,0.0149,0.203,64.0,S275LS,,,,,,,,,,,,,,,,,,,217.0,1.0
JSPHTLSV,NVD,4617137.0,,96.0,1580.0,1505.0,132.0,1200.0,25.0,3999.0,0.51,0.93,0.07,0.169,0.077,64.0,274.9,0.044,0.186,1.27,0.0259,0.189,67.0,JSPHTLSV,,,,,,0.2,,1.3,,0.25,,,90.0,0.025,,,,,345.3333333333333,3.0
JSPHTLSV,NVD,4617138.0,,100.0,1572.0,1505.0,132.0,1200.0,25.0,4009.0,0.09,1.01,0.0609,0.192,0.009,55.0,380.5,0.03,0.177,1.29,0.008,0.214,67.0,JSPHTLSV,,,,,,0.2,,1.3,,0.25,,,90.0,0.025,,,,,345.3333333333333,3.0
JSPHTLSV,NVD,4617139.0,,100.0,1575.0,1505.0,132.0,1300.0,25.0,4653.0,0.162,1.01,0.0609,0.168,0.054,63.0,298.0,0.037,0.194,1.28,0.01,0.196,67.0,JSPHTLSV,,,,,,0.2,,1.3,,0.25,,,90.0,0.025,,,,,345.3333333333333,3.0
JSPHTLSV,NVD,4617140.0,,100.0,1575.0,1505.0,132.0,1150.0,25.0,3568.0,0.165,0.94,0.066,0.157,0.07,54.0,265.0,0.041,0.183,1.3,0.01,0.2349,66.0,JSPHTLSV,,,,,,0.2,,1.3,,0.25,,,90.0,0.025,,,,,345.3333333333333,3.0
JSPHTLSV,NVD,4617141.0,,99.0,1580.0,1505.0,132.0,1200.0,25.0,3776.0,0.185,0.62,0.065,0.098,0.1,51.0,299.65,0.033,0.181,1.26,0.006,0.2,64.0,JSPHTLSV,,,,,,0.2,,1.3,,0.25,,,90.0,0.025,,,,,345.3333333333333,3.0
SAE15B25,VD,4617142.0,,107.0,1580.0,1505.0,132.0,1100.0,25.0,4190.0,0.182,0.78,0.056,0.128,0.093,51.0,298.0,0.031,0.255,0.97,0.004,0.189,58.0,SAE15B25,0.265,1.0,0.2,0.0275,0.25,0.28,0.95,1.05,0.15,0.25,0.02,0.035,70.0,0.01,0.083,0.2199999999999999,0.072,-0.0655,365.15625,16.0
SAE15B25,VD,4617143.0,,99.0,1570.0,1505.0,132.0,1200.0,25.0,3727.0,0.102,0.76,0.062,0.123,0.093,48.0,281.5,0.031,0.257,0.98,0.004,0.1779,64.0,SAE15B25,0.265,1.0,0.2,0.0275,0.25,0.28,0.95,1.05,0.15,0.25,0.02,0.035,70.0,0.01,0.163,0.24,0.077,-0.0655,365.15625,16.0
SAE15B25,VD,4617144.0,,99.0,1575.0,1505.0,132.0,1200.0,25.0,4232.0,0.459,0.84,0.063,0.1409,0.098,51.0,283.15,0.033,0.251,0.98,0.004,0.198,63.0,SAE15B25,0.265,1.0,0.2,0.0275,0.25,0.28,0.95,1.05,0.15,0.25,0.02,0.035,70.0,0.01,-0.194,0.16,0.0591,-0.0705,365.15625,16.0
SAE15B25,VD,4617145.0,,93.0,1571.0,1505.0,132.0,1100.0,25.0,3426.0,0.182,0.75,0.063,0.124,0.129,51.0,298.0,0.037,0.25,0.97,0.006,0.171,64.0,SAE15B25,0.265,1.0,0.2,0.0275,0.25,0.28,0.95,1.05,0.15,0.25,0.02,0.035,70.0,0.01,0.083,0.25,0.076,-0.1015,365.15625,16.0
SAE15B25,VD,4617146.0,,103.0,1570.0,1505.0,132.0,1250.0,25.0,4411.0,0.188,0.82,0.0609,0.131,0.097,51.0,327.04,0.032,0.253,0.98,0.003,0.19,57.0,SAE15B25,0.265,1.0,0.2,0.0275,0.25,0.28,0.95,1.05,0.15,0.25,0.02,0.035,70.0,0.01,0.077,0.18,0.069,-0.0695,365.15625,16.0
S275HS,NVD,4617147.0,,96.0,1615.0,1505.0,178.0,1300.0,25.0,4406.0,0.192,0.79,0.055,0.112,0.07,54.0,366.44,0.043,0.163,0.83,0.004,0.2069,68.0,S275HS,,,,,,,,,,,,,,,,,,,342.3058823529412,17.0
SAE15B25,VD,4617148.0,,100.0,1560.0,1505.0,178.0,1400.0,25.0,4260.0,0.187,0.74,0.0509,0.097,0.06,51.0,360.5,0.035,0.25,0.96,0.006,0.168,61.0,SAE15B25,0.265,1.0,0.2,0.0275,0.25,0.28,0.95,1.05,0.15,0.25,0.02,0.035,70.0,0.01,0.078,0.26,0.103,-0.0325,365.15625,16.0
SAE15B25,VD,4617149.0,,100.0,1575.0,1505.0,132.0,1200.0,25.0,3267.0,0.078,0.73,0.0529,0.121,0.142,51.0,283.15,0.035,0.252,0.98,0.006,0.182,63.0,SAE15B25,0.265,1.0,0.2,0.0275,0.25,0.28,0.95,1.05,0.15,0.25,0.02,0.035,70.0,0.01,0.187,0.27,0.079,-0.1144999999999999,365.15625,16.0
S275HS,NVD,4617150.0,,100.0,1575.0,1505.0,178.0,1500.0,25.0,3629.0,0.082,0.66,0.058,0.157,0.065,51.0,337.4,0.036,0.161,0.81,0.0089,0.223,66.0,S275HS,,,,,,,,,,,,,,,,,,,342.3058823529412,17.0
S275HS,NVD,4617151.0,,99.0,1565.0,1505.0,132.0,900.0,25.0,4015.0,0.146,0.61,0.063,0.158,0.117,51.0,232.0,0.037,0.172,0.83,0.0129,0.194,71.0,S275HS,,,,,,,,,,,,,,,,,,,342.3058823529412,17.0
JSPHTHS(V),NVD,4617152.0,,107.0,1560.0,1505.0,178.0,1100.0,25.0,3647.0,0.154,0.9,0.0749,0.158,0.082,64.0,360.5,0.037,0.179,1.35,0.01,0.182,68.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,0.036,0.4249999999999999,0.042,,445.4,35.0
JSPHTHS(V),NVD,4617153.0,,99.0,1563.0,1505.0,132.0,1400.0,25.0,4334.0,0.162,0.97,0.064,0.1409,0.008,47.0,378.52,0.037,0.187,1.32,0.0089,0.184,68.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,0.0279999999999999,0.355,0.0591,,445.4,35.0
JSPHTHS(V),NVD,4617154.0,,99.0,1570.0,1505.0,145.0,1300.0,25.0,3902.0,0.172,1.17,0.0599,0.197,0.077,47.0,304.4,0.032,0.176,1.31,0.004,0.2,68.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,0.018,0.155,0.003,,445.4,35.0
JSPHTHS(V),NVD,4617155.0,,93.0,1565.0,1505.0,132.0,1250.0,25.0,3597.0,0.396,1.05,0.062,0.153,0.059,47.0,323.41,0.028,0.188,1.37,0.008,0.201,74.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,-0.206,0.2749999999999999,0.047,,445.4,35.0
JSPHTHS(V),NVD,4617156.0,,103.0,1567.0,1505.0,154.0,1300.0,25.0,3456.0,0.095,0.89,0.07,0.109,0.015,44.0,412.4,0.035,0.192,1.36,0.008,0.1779,61.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,0.095,0.4349999999999999,0.091,,445.4,35.0
JSPHTHS(V),NVD,4617157.0,,96.0,1570.0,1505.0,154.0,1100.0,25.0,3600.0,0.137,0.87,0.07,0.1419,0.007,44.0,376.1,0.037,0.195,1.33,0.017,0.197,73.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,0.0529999999999999,0.4549999999999999,0.0581,,445.4,35.0
JSPHTHS(V),NVD,4617158.0,,100.0,1565.0,1505.0,154.0,1200.0,25.0,3661.0,0.149,1.11,0.0719,0.22,0.091,50.0,310.1,0.03,0.181,1.34,0.005,0.231,68.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,0.041,0.2149999999999998,-0.0199999999999999,,445.4,35.0
JSPHTHS(V),NVD,4617159.0,,100.0,1562.0,1505.0,132.0,1150.0,25.0,3335.0,0.147,1.08,0.067,0.183,0.06,61.0,286.78,0.033,0.183,1.33,0.0109,0.202,64.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,0.043,0.2449999999999998,0.017,,445.4,35.0
JSPHTHS(V),NVD,4617160.0,,100.0,1564.0,1505.0,154.0,900.0,25.0,3612.0,0.163,1.02,0.08,0.163,0.101,61.0,273.8,0.038,0.19,1.34,0.008,0.2,67.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,0.0269999999999999,0.3049999999999999,0.037,,445.4,35.0
JSPHTHS(V),NVD,4617161.0,,99.0,1565.0,1505.0,154.0,1400.0,25.0,5445.0,0.164,1.0,0.085,0.112,0.031,51.0,402.5,0.04,0.197,1.33,0.014,0.2049,64.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,0.0259999999999999,0.3249999999999999,0.088,,445.4,35.0
JSPHTHS(V),NVD,4617162.0,,107.0,1570.0,1505.0,154.0,1200.0,25.0,3066.0,0.608,1.11,0.0759,0.1759,0.043,67.0,346.4,0.02,0.178,1.3,0.007,0.187,70.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,-0.418,0.2149999999999998,0.0241,,445.4,35.0
JSPHTHS(V),NVD,4617163.0,,99.0,1571.0,1505.0,132.0,1150.0,25.0,3574.0,0.096,1.09,0.065,0.187,0.08,51.0,248.5,0.032,0.179,1.3,0.012,0.191,64.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,0.094,0.2349999999999998,0.013,,445.4,35.0
JSPHTHS(V),NVD,4617164.0,,99.0,1580.0,1505.0,154.0,1100.0,25.0,4068.0,0.143,0.93,0.062,0.1489,0.014,51.0,376.1,0.039,0.178,1.33,0.0109,0.195,63.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,0.047,0.3949999999999999,0.0511,,445.4,35.0
JSPHTHS(V),NVD,4617165.0,,93.0,1615.0,1505.0,132.0,1350.0,25.0,4327.0,0.137,1.0,0.0719,0.1409,0.011,54.0,370.6,0.024,0.187,1.33,0.0089,0.194,67.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,0.0529999999999999,0.3249999999999999,0.0591,,445.4,35.0
JSPHTHS(V),NVD,4617166.0,,103.0,1580.0,1505.0,66.0,1150.0,25.0,3710.0,0.147,0.93,0.0509,0.156,0.034,51.0,271.6,0.031,0.185,1.33,0.007,0.191,66.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,0.043,0.3949999999999999,0.044,,445.4,35.0
JSPHTHS(V),NVD,4617167.0,,96.0,1575.0,1505.0,132.0,1100.0,25.0,3602.0,0.157,0.98,0.066,0.1759,0.111,54.0,232.0,0.036,0.176,1.33,0.008,0.2079,63.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,0.033,0.345,0.0241,,445.4,35.0
JSPHTHS(V),NVD,4617168.0,,100.0,1575.0,1505.0,132.0,1300.0,25.0,3569.0,0.162,0.97,0.068,0.157,0.059,51.0,298.0,0.036,0.184,1.33,0.006,0.191,64.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,0.0279999999999999,0.355,0.043,,445.4,35.0
JSPHTHS(V),NVD,4617169.0,,100.0,1565.0,1505.0,144.0,1150.0,25.0,3961.0,0.862,0.93,0.0599,0.1439,0.058,51.0,336.4,0.035,0.177,1.35,0.0089,0.194,67.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,-0.6719999999999999,0.3949999999999999,0.0561,,445.4,35.0
JSPHTHS(V),NVD,4617170.0,,100.0,1580.0,1505.0,132.0,1250.0,25.0,4052.0,0.386,1.15,0.066,0.17,0.061,50.0,317.8,0.031,0.192,1.33,0.0089,0.192,67.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,-0.196,0.175,0.03,,445.4,35.0
JSPLWELDMIG,VD,4617171.0,,99.0,1575.0,1505.0,0.0,1350.0,25.0,4687.0,0.079,0.49,0.063,0.121,0.002,53.0,100.0,0.008,0.065,1.47,0.01,0.889,47.0,JSPLWELDMIG,0.07,1.5,0.87,,0.06,0.08,1.45,1.55,0.84,0.9,,0.01,50.0,0.015,-0.0089999999999999,1.01,0.749,,724.8,5.0
JSPHTHSV,NVD,4617172.0,,107.0,1577.0,1505.0,132.0,1250.0,25.0,3338.0,0.146,0.91,0.065,0.1189,0.032,54.0,370.6,0.032,0.185,1.33,0.007,0.1759,66.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,0.044,0.4149999999999999,0.0811,,445.4,35.0
JSPLWELDMIG,VD,4617173.0,,99.0,1575.0,1505.0,0.0,1400.0,25.0,4615.0,0.161,0.39,0.0359,0.0449,0.002,51.0,100.0,0.005,0.073,1.48,0.007,0.8609,48.0,JSPLWELDMIG,0.07,1.5,0.87,,0.06,0.08,1.45,1.55,0.84,0.9,,0.01,50.0,0.015,-0.091,1.11,0.8251,,724.8,5.0
JSPHTHSV,NVD,4617174.0,,99.0,1575.0,1505.0,132.0,1100.0,25.0,3211.0,0.168,0.96,0.0589,0.151,0.085,57.0,257.41,0.045,0.203,1.31,0.019,0.198,67.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,0.0219999999999999,0.365,0.049,,445.4,35.0
JSPHTHSV,NVD,4617175.0,,93.0,1570.0,1505.0,132.0,1100.0,25.0,3954.0,0.164,0.93,0.055,0.138,0.014,54.0,331.0,0.04,0.196,1.36,0.014,0.221,60.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,0.0259999999999999,0.3949999999999999,0.062,,445.4,35.0
JSPHTHSV,NVD,4617176.0,,103.0,1590.0,1505.0,132.0,1200.0,25.0,3576.0,0.394,1.07,0.055,0.1739,0.025,51.0,347.5,0.031,0.186,1.34,0.0109,0.194,61.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,-0.204,0.2549999999999999,0.0261,,445.4,35.0
JSPHTHSV,NVD,4617177.0,,96.0,1590.0,1505.0,132.0,1100.0,25.0,3811.0,0.062,1.06,0.055,0.13,0.018,54.0,403.6,0.027,0.188,1.38,0.012,0.194,67.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,0.128,0.2649999999999999,0.07,,445.4,35.0
JSPLWELDMIG,VD,4617178.0,,100.0,1575.0,1505.0,0.0,1000.0,25.0,4213.0,0.079,0.5,0.055,0.0909,0.002,58.0,100.0,0.007,0.06,1.46,0.01,0.8369,44.0,JSPLWELDMIG,0.07,1.5,0.87,,0.06,0.08,1.45,1.55,0.84,0.9,,0.01,50.0,0.015,-0.0089999999999999,1.0,0.7791,,724.8,5.0
JSPHTHSV,NVD,4617179.0,,100.0,1575.0,1505.0,132.0,1400.0,25.0,3309.0,0.148,0.97,0.055,0.151,0.08,51.0,265.0,0.032,0.184,1.32,0.0089,0.214,61.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,0.042,0.355,0.049,,445.4,35.0
JSPHTHSV,NVD,4617180.0,,100.0,1565.0,1505.0,132.0,1100.0,25.0,3780.0,0.169,1.0,0.058,0.16,0.021,53.0,383.8,0.042,0.189,1.3,0.019,0.19,67.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,0.0209999999999999,0.3249999999999999,0.04,,445.4,35.0
JSPHTHSV,NVD,4617181.0,,99.0,1572.0,1505.0,132.0,130.0,25.0,4192.0,0.167,1.11,0.055,0.161,0.028,66.0,377.2,0.037,0.182,1.32,0.0089,0.187,70.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,0.0229999999999999,0.2149999999999998,0.039,,445.4,35.0
JSPHTHSV,NVD,4617182.0,,107.0,1572.0,1505.0,132.0,1400.0,25.0,3353.0,0.172,0.94,0.062,0.133,0.015,58.0,397.0,0.03,0.182,1.37,0.01,0.234,61.0,JSPHTHSV,0.19,1.325,0.2,,0.18,0.2,1.3,1.35,0.15,0.25,,0.022,90.0,0.025,0.018,0.385,0.067,,445.4,35.0
C18,NVD,4617183.0,,99.0,1610.0,1505.0,132.0,1320.0,25.0,3807.0,0.837,0.46,0.056,0.1449,0.035,58.0,307.9,0.021,0.183,0.53,0.007,0.165,70.0,C18,0.19,0.525,0.125,,0.18,0.2,0.5,0.55,0.05,0.2,,0.012,120.0,0.025,-0.647,0.065,-0.0199,,208.0,1.0
C18,NVD,4617184.0,,99.0,1575.0,1505.0,132.0,1200.0,25.0,3763.0,0.153,0.44,0.055,0.1189,0.026,60.0,337.6,0.022,0.178,0.53,0.008,0.159,66.0,C18,0.19,0.525,0.125,,0.18,0.2,0.5,0.55,0.05,0.2,,0.012,120.0,0.025,0.037,0.085,0.0060999999999999,,208.0,1.0
SS540LS(V),NVD,4617185.0,,93.0,1580.0,1505.0,132.0,1200.0,25.0,3689.0,0.058,1.1,0.0539,0.1499,0.028,50.0,407.56,0.037,0.235,1.45,0.004,0.232,86.0,SS540LSV,,,,,,,,,,,,,,,,,,,274.0,2.0
C18,NVD,4617186.0,,103.0,1562.0,1505.0,132.0,1100.0,25.0,3334.0,0.099,0.43,0.0609,0.083,0.034,54.0,351.13,0.02,0.179,0.53,0.004,0.162,64.0,C18,0.19,0.525,0.125,,0.18,0.2,0.5,0.55,0.05,0.2,,0.012,120.0,0.025,0.091,0.095,0.0419999999999999,,208.0,1.0
SS540LS(V),NVD,4617187.0,,96.0,1570.0,1505.0,50.0,1200.0,25.0,4076.0,0.516,0.93,0.064,0.151,0.062,53.0,222.6,0.035,0.223,1.43,0.006,0.215,86.0,SS540LSV,,,,,,,,,,,,,,,,,,,274.0,2.0
C18,NVD,4617188.0,,100.0,1580.0,1505.0,132.0,1300.0,25.0,4226.0,0.547,0.43,0.08,0.0859,0.046,51.0,283.15,0.027,0.177,0.52,0.0149,0.1459,63.0,C18,0.19,0.525,0.125,,0.18,0.2,0.5,0.55,0.05,0.2,,0.012,120.0,0.025,-0.357,0.095,0.0390999999999999,,208.0,1.0
S275HS,NVD,4617189.0,,100.0,1580.0,1531.0,132.0,1250.0,25.0,4544.0,0.548,0.69,0.083,0.1419,0.064,54.0,286.78,0.033,0.165,0.81,0.0179,0.1449,64.0,S275HS,,,,,,,,,,,,,,,,,,,342.3058823529412,17.0
S275HS,NVD,4617190.0,,100.0,1570.0,1505.0,132.0,1200.0,25.0,4123.0,0.562,0.7,0.0769,0.156,0.138,54.0,265.0,0.041,0.173,0.82,0.01,0.1759,66.0,S275HS,,,,,,,,,,,,,,,,,,,342.3058823529412,17.0
S275HS,NVD,4617191.0,,99.0,1580.0,1505.0,132.0,1300.0,25.0,4492.0,0.569,0.7,0.0759,0.16,0.044,55.0,317.8,0.038,0.166,0.83,0.006,0.196,64.0,S275HS,,,,,,,,,,,,,,,,,,,342.3058823529412,17.0
S275HS,NVD,4617192.0,,107.0,1565.0,1505.0,132.0,1100.0,25.0,4068.0,0.573,0.7,0.0739,0.1429,0.103,51.0,281.5,0.038,0.159,0.82,0.008,0.19,64.0,S275HS,,,,,,,,,,,,,,,,,,,342.3058823529412,17.0
S275HS,NVD,4617193.0,,99.0,1570.0,1505.0,154.0,1200.0,25.0,3811.0,0.589,0.64,0.079,0.132,0.099,55.0,287.0,0.043,0.155,0.83,0.0109,0.191,67.0,S275HS,,,,,,,,,,,,,,,,,,,342.3058823529412,17.0
S275HS,NVD,4617194.0,,99.0,1565.0,1505.0,132.0,1000.0,25.0,3947.0,0.104,0.53,0.084,0.117,0.141,57.0,265.0,0.036,0.162,0.81,0.0089,0.1809,71.0,S275HS,,,,,,,,,,,,,,,,,,,342.3058823529412,17.0
S275HS,NVD,4617195.0,,93.0,1563.0,1505.0,132.0,1400.0,25.0,4431.0,0.115,0.69,0.081,0.153,0.042,58.0,308.56,0.036,0.17,0.81,0.01,0.194,68.0,S275HS,,,,,,,,,,,,,,,,,,,342.3058823529412,17.0
S275HS,NVD,4617196.0,,103.0,1570.0,1505.0,132.0,1200.0,25.0,3998.0,0.102,0.73,0.049,0.157,0.129,55.0,232.0,0.032,0.168,0.84,0.0089,0.198,64.0,S275HS,,,,,,,,,,,,,,,,,,,342.3058823529412,17.0
S275HS,NVD,4617197.0,,96.0,1580.0,1505.0,154.0,1200.0,25.0,3402.0,0.548,0.67,0.056,0.132,0.073,57.0,318.02,0.033,0.169,0.83,0.0089,0.189,66.0,S275HS,,,,,,,,,,,,,,,,,,,342.3058823529412,17.0
S275HS,NVD,4617198.0,,100.0,1570.0,1523.0,132.0,1300.0,25.0,3575.0,0.573,0.67,0.055,0.124,0.035,51.0,288.1,0.026,0.164,0.8,0.008,0.202,63.0,S275HS,,,,,,,,,,,,,,,,,,,342.3058823529412,17.0
S275HS,NVD,4617199.0,,100.0,1575.0,1533.0,132.0,1150.0,25.0,4059.0,0.578,0.62,0.066,0.098,0.01,54.0,340.9,0.03,0.165,0.82,0.008,0.216,66.0,S275HS,,,,,,,,,,,,,,,,,,,342.3058823529412,17.0
S275HS,NVD,4617200.0,,100.0,1575.0,1505.0,132.0,1350.0,25.0,4701.0,0.573,0.63,0.0749,0.11,0.015,51.0,370.6,0.039,0.168,0.84,0.0179,0.203,64.0,S275HS,,,,,,,,,,,,,,,,,,,342.3058823529412,17.0
JSPHTLSV,NVD,4617201.0,,99.0,1610.0,1522.0,132.0,1250.0,25.0,3683.0,0.567,1.04,0.0719,0.1739,0.044,51.0,364.0,0.023,0.183,1.28,0.008,0.203,64.0,JSPHTLSV,,,,,,0.2,,1.3,,0.25,,,90.0,0.025,,,,,345.3333333333333,3.0
JSPHTLS(V),NVD,4617202.0,,107.0,1580.0,1505.0,132.0,1300.0,25.0,3967.0,0.145,1.07,0.07,0.162,0.075,51.0,314.5,0.041,0.172,1.29,0.014,0.197,64.0,JSPHTLSV,,,,,,0.2,,1.3,,0.25,,,90.0,0.025,,,,,345.3333333333333,3.0
