GRADE,VD/NVD,tap_wt_from_EAF,LIFTING TEMP_LRF,TEMP OPENING_LRF,al ingot_kg__during_EAF_tapping,LIME_LRF,SPAR,OXY_EAF,LRF_Initial_Chemistry_C,LRF_Initial_Chemistry_MN,LRF_Initial_Chemistry_S,LRF_Initial_Chemistry_SI,LRF_Initial_Chemistry_AL,LRF_Initial_Chemistry_N2,Total_Al_LRF_kg,LRF_Final_Chemistry_AL,LRF_Final_Chemistry_C,LRF_Final_Chemistry_MN,Final_S,Final_SI,LRF_Final_Chemistry_N2
JSPHTLSV,NVD,101.0,1600.0,1505.0,44.0,1100.0,50.0,3458.0,0.097,0.72,0.0609,0.1419,0.048,54.0,222.2,0.029,0.181,1.28,0.008,0.197,67.0
ASTMA572GR50,NVD,97.0,1580.0,1505.0,44.0,1100.0,50.0,3233.0,0.097,0.72,0.0609,0.1419,0.048,54.0,209.0,0.029,0.175,1.32,0.0089,0.203,74.0
JSPHTLSV,NVD,100.0,1585.0,1505.0,44.0,1200.0,50.0,4096.0,0.097,0.72,0.0609,0.1419,0.048,54.0,192.5,0.034,0.187,1.26,0.0089,0.171,67.0
ASTMA572GR50,NVD,100.0,1580.0,1523.0,44.0,1100.0,50.0,3707.0,0.097,0.72,0.0609,0.1419,0.048,54.0,195.8,0.035,0.183,1.33,0.01,0.2049,67.0
ASTMA572GR50,NVD,108.0,1583.0,1505.0,44.0,1150.0,50.0,4113.0,0.097,0.72,0.0609,0.1419,0.048,54.0,161.15,0.025,0.195,1.27,0.0089,0.1739,70.0
ASTMA572GR50,NVD,105.0,1575.0,1505.0,44.0,1300.0,50.0,3517.0,0.097,0.72,0.0609,0.1419,0.048,54.0,225.5,0.029,0.183,1.32,0.007,0.186,71.0
ASTMA572GR50,NVD,98.0,1578.0,1505.0,110.0,1400.0,50.0,3453.0,0.097,0.72,0.0609,0.1419,0.048,54.0,223.85,0.043,0.191,1.35,0.0109,0.188,73.0
ASTMA572GR50,NVD,101.0,1575.0,1505.0,44.0,1150.0,50.0,3740.0,0.097,0.72,0.0609,0.1419,0.048,54.0,204.05,0.032,0.189,1.32,0.01,0.192,71.0
ASTMA572GR50,NVD,101.0,1580.0,1523.0,44.0,1250.0,50.0,3840.0,0.097,0.72,0.0609,0.1419,0.048,54.0,232.1,0.03,0.183,1.31,0.007,0.194,74.0
JSPHTLSV,NVD,103.0,1578.0,1550.0,44.0,1200.0,50.0,3115.0,0.097,0.72,0.0609,0.1419,0.048,54.0,265.1,0.031,0.176,1.28,0.0089,0.231,82.0
JSPHTLSV,NVD,103.0,1578.0,1550.0,44.0,1200.0,50.0,4152.0,0.097,0.72,0.0609,0.1419,0.048,54.0,265.1,0.036,0.174,1.31,0.012,0.2069,67.0
JSPHTLSV,NVD,103.0,1578.0,1505.0,44.0,1400.0,50.0,4671.0,0.097,0.72,0.0609,0.1419,0.048,54.0,205.7,0.034,0.182,1.28,0.007,0.3019,67.0
JSPHTLSV,NVD,98.0,1580.0,1505.0,44.0,1200.0,50.0,3251.0,0.097,0.72,0.0609,0.1419,0.048,54.0,221.54,0.029,0.181,1.33,0.008,0.194,64.0
ASTMA572GR50,NVD,99.0,1605.0,1505.0,44.0,1400.0,50.0,3170.0,0.097,0.72,0.0609,0.1419,0.048,54.0,188.54,0.033,0.178,1.31,0.004,0.166,64.0
JSPHTLSV,NVD,102.0,1589.0,1505.0,110.0,1400.0,50.0,3268.0,0.097,0.72,0.0609,0.1419,0.048,54.0,205.7,0.04,0.187,1.28,0.012,0.201,64.0
JSPHTLSV,NVD,99.0,1585.0,1524.0,88.0,1500.0,50.0,3966.0,0.097,0.72,0.0609,0.1419,0.048,54.0,269.5,0.043,0.185,1.25,0.0149,0.167,71.0
ASTMA572GR50,NVD,99.0,1573.0,1546.0,66.0,1400.0,50.0,3632.0,0.097,0.72,0.0609,0.1419,0.048,54.0,297.0,0.034,0.197,1.38,0.0109,0.182,74.0
ASTMA572GR50,NVD,99.0,1575.0,1505.0,44.0,1350.0,50.0,3536.0,0.097,0.72,0.0609,0.1419,0.048,54.0,205.04,0.052,0.163,1.31,0.027,0.148,77.0
ASTMA572GR50,NVD,103.0,1575.0,1525.0,132.0,1500.0,50.0,3231.0,0.097,0.72,0.0609,0.1419,0.048,54.0,320.1,0.038,0.185,1.35,0.0089,0.185,67.0
ASTMA572GR50,NVD,103.0,1570.0,1505.0,44.0,1250.0,50.0,3072.0,0.097,0.72,0.0609,0.1419,0.048,54.0,286.55,0.021,0.184,1.41,0.014,0.224,64.0
ASTMA572GR50,NVD,104.0,1570.0,1540.0,132.0,1350.0,50.0,3310.0,0.097,0.72,0.0609,0.1419,0.048,54.0,171.6,0.033,0.189,1.32,0.008,0.219,64.0
ASTMA572GR50,NVD,94.0,1570.0,1505.0,154.0,1300.0,50.0,2772.0,0.097,0.72,0.0609,0.1419,0.048,54.0,410.41,0.02,0.2,1.53,0.007,0.219,61.0
C18HMN,NVD,109.0,1575.0,1505.0,154.0,1300.0,50.0,4358.0,0.097,0.72,0.0609,0.1419,0.048,54.0,276.76,0.044,0.161,1.17,0.006,0.2369,60.0
C18HMN,NVD,104.0,1580.0,1505.0,110.0,1400.0,50.0,3980.0,0.097,0.72,0.0609,0.1419,0.048,54.0,143.0,0.036,0.165,1.15,0.008,0.223,58.0
C18HMN,NVD,102.0,1575.0,1505.0,132.0,1200.0,50.0,3561.0,0.097,0.72,0.0609,0.1419,0.048,54.0,231.0,0.03,0.164,1.2,0.005,0.2039,63.0
C18HMN,NVD,98.0,1580.0,1505.0,132.0,1200.0,50.0,3208.0,0.097,0.72,0.0609,0.1419,0.048,54.0,132.0,0.027,0.166,1.18,0.006,0.2059,67.0
SUP11A(MOD),NVD,98.0,1545.0,1505.0,132.0,1300.0,50.0,3450.0,0.097,0.72,0.0609,0.1419,0.048,54.0,247.5,0.039,0.617,0.95,0.003,0.274,58.0
C18HMN,NVD,99.0,1575.0,1505.0,110.0,1150.0,50.0,3970.0,0.097,0.72,0.0609,0.1419,0.048,54.0,195.8,0.035,0.169,1.21,0.0089,0.228,67.0
SUP11A(MOD),NVD,95.0,1545.0,1505.0,132.0,1100.0,50.0,3346.0,0.097,0.72,0.0609,0.1419,0.048,54.0,165.0,0.033,0.617,0.94,0.007,0.263,66.0
C18HMN,NVD,100.0,1565.0,1505.0,132.0,1300.0,50.0,3809.0,0.097,0.72,0.0609,0.1419,0.048,54.0,132.0,0.061,0.169,1.19,0.008,0.214,66.0
C18HMN,NVD,103.0,1570.0,1505.0,110.0,1144.0,50.0,4688.0,0.097,0.72,0.0609,0.1419,0.048,54.0,232.1,0.032,0.163,1.14,0.007,0.191,63.0
SAP11AMOD,NVD,97.0,1545.0,1505.0,110.0,1400.0,50.0,3746.0,0.097,0.72,0.0609,0.1419,0.048,54.0,212.3,0.036,0.595,0.95,0.008,0.27,61.0
SAP11AMOD,NVD,96.0,1545.0,1505.0,110.0,1000.0,50.0,4044.0,0.097,0.72,0.0609,0.1419,0.048,54.0,189.2,0.02,0.626,0.94,0.005,0.245,67.0
SUP11AMOD,NVD,98.0,1545.0,1505.0,110.0,1150.0,50.0,3723.0,0.097,0.72,0.0609,0.1419,0.048,54.0,185.9,0.02,0.605,0.95,0.004,0.2389,67.0
SUP11AMOD,NVD,101.0,1545.0,1505.0,110.0,1200.0,50.0,3449.0,0.097,0.72,0.0609,0.1419,0.048,54.0,169.4,0.039,0.603,0.94,0.01,0.202,67.0
SUP11AMOD,NVD,101.0,1545.0,1561.0,44.0,1400.0,50.0,3633.0,0.097,0.72,0.0609,0.1419,0.048,54.0,230.12,0.03,0.621,0.97,0.0109,0.168,66.0
SUP11AMOD,NVD,98.0,1545.0,1517.0,44.0,1200.0,50.0,3427.0,0.097,0.72,0.0609,0.1419,0.048,54.0,116.6,0.031,0.613,0.95,0.006,0.2399,67.0
SUP11AMOD,NVD,99.0,1540.0,1505.0,110.0,1000.0,50.0,3410.0,0.097,0.72,0.0609,0.1419,0.048,54.0,166.1,0.029,0.59,0.92,0.007,0.2409,73.0
SUP11AMOD,NVD,100.0,1545.0,1505.0,44.0,1270.0,50.0,4010.0,0.097,0.72,0.0609,0.1419,0.048,54.0,177.65,0.028,0.624,0.93,0.006,0.215,70.0
SUP11AMOD,NVD,96.0,1545.0,1505.0,44.0,1250.0,50.0,3472.0,0.097,0.72,0.0609,0.1419,0.048,54.0,258.5,0.026,0.622,0.94,0.005,0.2349,64.0
E460STR07,NVD,101.0,1565.0,1505.0,110.0,1300.0,50.0,3185.0,0.097,0.72,0.0609,0.1419,0.048,54.0,275.0,0.032,0.187,1.54,0.005,0.274,67.0
E460STR07,NVD,100.0,1570.0,1505.0,44.0,1250.0,50.0,4152.0,0.097,0.72,0.0609,0.1419,0.048,54.0,214.61,0.026,0.194,1.58,0.008,0.2879,70.0
SUP11AMOD,NVD,100.0,1550.0,1505.0,44.0,1200.0,50.0,4400.0,0.097,0.72,0.0609,0.1419,0.048,54.0,110.0,0.027,0.616,0.97,0.007,0.269,71.0
E460STR07,NVD,103.0,1567.0,1505.0,144.0,1050.0,50.0,3321.0,0.097,0.72,0.0609,0.1419,0.048,54.0,201.75,0.031,0.189,1.6,0.0109,0.246,64.0
E460STR07,NVD,101.0,1570.0,1505.0,132.0,850.0,50.0,3955.0,0.097,0.72,0.0609,0.1419,0.048,54.0,165.0,0.03,0.199,1.54,0.008,0.264,64.0
C18HMN,NVD,98.0,1575.0,1530.0,132.0,1300.0,50.0,3352.0,0.097,0.72,0.0609,0.1419,0.048,54.0,244.2,0.026,0.167,1.2,0.006,0.232,61.0
SS540LSV,NVD,97.0,1575.0,1505.0,154.0,1100.0,50.0,3576.0,0.097,0.72,0.0609,0.1419,0.048,54.0,197.56,0.028,0.229,1.45,0.005,0.22,94.0
C18HMN,NVD,100.0,1575.0,1505.0,132.0,1100.0,50.0,3640.0,0.097,0.72,0.0609,0.1419,0.048,54.0,320.1,0.023,0.145,1.15,0.0089,0.191,66.0
SS540LSV,NVD,98.0,1580.0,1505.0,132.0,1100.0,50.0,3439.0,0.097,0.72,0.0609,0.1419,0.048,54.0,175.56,0.033,0.214,1.41,0.012,0.1809,77.0
C18HMN,NVD,104.0,1580.0,1536.0,132.0,900.0,50.0,3635.0,0.097,0.72,0.0609,0.1419,0.048,54.0,249.15,0.021,0.172,1.15,0.01,0.184,64.0
c18HMN,NVD,102.0,1580.0,1551.0,132.0,1000.0,50.0,3840.0,0.097,0.72,0.0609,0.1419,0.048,54.0,278.85,0.034,0.158,1.14,0.006,0.201,61.0
C18HMN,NVD,103.0,1580.0,1518.0,132.0,1400.0,50.0,3811.0,0.097,0.72,0.0609,0.1419,0.048,54.0,193.05,0.034,0.163,1.19,0.01,0.2129,64.0
c18HMN,NVD,106.0,1580.0,1505.0,132.0,1250.0,50.0,3729.0,0.097,0.72,0.0609,0.1419,0.048,54.0,205.26,0.037,0.169,1.24,0.007,0.234,71.0
C18HMN,NVD,103.0,1576.0,1505.0,132.0,1200.0,50.0,3909.0,0.097,0.72,0.0609,0.1419,0.048,54.0,254.1,0.029,0.163,1.19,0.005,0.227,71.0
ASTMA572GR50,NVD,102.0,1570.0,1505.0,132.0,1100.0,50.0,3452.0,0.097,0.72,0.0609,0.1419,0.048,54.0,315.15,0.029,0.172,1.34,0.003,0.224,64.0
ASTMA572GR50,NVD,105.0,1572.0,1505.0,132.0,1100.0,50.0,4257.0,0.097,0.72,0.0609,0.1419,0.048,54.0,247.5,0.034,0.182,1.32,0.006,0.233,74.0
ASTMA572GR50,NVD,107.0,1577.0,1505.0,132.0,1300.0,50.0,4086.0,0.097,0.72,0.0609,0.1419,0.048,54.0,201.3,0.03,0.179,1.32,0.006,0.217,88.0
ASTMA572GR50,NVD,106.0,1570.0,1505.0,132.0,1000.0,50.0,4147.0,0.097,0.72,0.0609,0.1419,0.048,54.0,234.3,0.04,0.175,1.35,0.007,0.22,67.0
JSPHTLSV,NVD,104.0,1620.0,1505.0,132.0,1200.0,50.0,4529.0,0.097,0.72,0.0609,0.1419,0.048,54.0,326.7,0.041,0.165,1.29,0.01,0.229,60.0
ASTMA572GR60,NVD,101.0,1572.0,1505.0,132.0,1450.0,50.0,3975.0,0.097,0.72,0.0609,0.1419,0.048,54.0,238.26,0.034,0.17,1.59,0.006,0.2839,71.0
JSPHTLSV,NVD,105.0,1590.0,1505.0,132.0,1550.0,50.0,3890.0,0.097,0.72,0.0609,0.1419,0.048,54.0,169.95,0.027,0.185,1.29,0.007,0.222,64.0
JSPHTLSV,NVD,100.0,1575.0,1505.0,132.0,1300.0,50.0,3734.0,0.097,0.72,0.0609,0.1419,0.048,54.0,244.2,0.033,0.192,1.26,0.004,0.2069,66.0
S275LS,NVD,100.0,1578.0,1505.0,132.0,1400.0,50.0,3687.0,0.097,0.72,0.0609,0.1419,0.048,54.0,293.7,0.038,0.162,0.72,0.0089,0.157,64.0
S275LS,NVD,100.0,1575.0,1505.0,110.0,1100.0,50.0,4089.0,0.097,0.72,0.0609,0.1419,0.048,54.0,248.6,0.039,0.163,0.74,0.005,0.1739,64.0
S275LS,NVD,100.0,1575.0,1505.0,110.0,1100.0,50.0,3415.0,0.097,0.72,0.0609,0.1419,0.048,54.0,133.1,0.031,0.157,0.75,0.007,0.1799,67.0
S275LS,NVD,100.0,1575.0,1505.0,110.0,1100.0,50.0,4031.0,0.097,0.72,0.0609,0.1419,0.048,54.0,176.0,0.038,0.168,0.74,0.005,0.2039,64.0
S275LS,NVD,100.0,1575.0,1505.0,110.0,1200.0,50.0,4241.0,0.097,0.72,0.0609,0.1419,0.048,54.0,215.6,0.033,0.167,0.73,0.006,0.1739,66.0
SUP9(NVD),NVD,100.0,1550.0,1505.0,110.0,1100.0,50.0,4522.0,0.097,0.72,0.0609,0.1419,0.048,54.0,242.0,0.034,0.569,0.79,0.005,0.218,68.0
SUP9(NVD),NVD,100.0,1580.0,1505.0,110.0,1350.0,50.0,3733.0,0.097,0.72,0.0609,0.1419,0.048,54.0,232.1,0.031,0.573,0.79,0.003,0.22,67.0
SUP9(NVD),NVD,100.0,1570.0,1505.0,110.0,1300.0,50.0,3424.0,0.097,0.72,0.0609,0.1419,0.048,54.0,308.0,0.03,0.574,0.79,0.004,0.2389,70.0
SUP9(NVD),NVD,96.0,1570.0,1505.0,110.0,1400.0,50.0,4711.0,0.097,0.72,0.0609,0.1419,0.048,54.0,215.6,0.032,0.567,0.8,0.006,0.233,66.0
SUP9(NVD),NVD,97.0,1570.0,1505.0,110.0,1450.0,50.0,3718.0,0.097,0.72,0.0609,0.1419,0.048,54.0,242.0,0.041,0.593,0.8,0.006,0.2129,70.0
SUP9(NVD),NVD,98.0,1572.0,1505.0,110.0,1300.0,50.0,3764.0,0.097,0.72,0.0609,0.1419,0.048,54.0,240.35,0.032,0.6,0.81,0.008,0.2349,66.0
MSLVIIIA,VD,98.0,1570.0,1505.0,110.0,1400.0,50.0,3894.0,0.097,0.72,0.0609,0.1419,0.048,54.0,238.04,0.033,0.269,1.48,0.005,0.2439,61.0
MSLVIIIA,VD,101.0,1570.0,1505.0,132.0,1200.0,50.0,3879.0,0.097,0.72,0.0609,0.1419,0.048,54.0,221.1,0.03,0.267,1.5,0.003,0.2829,55.0
MSLVIIIA,VD,100.0,1570.0,1505.0,110.0,1200.0,50.0,3815.0,0.097,0.72,0.0609,0.1419,0.048,54.0,209.0,0.039,0.285,1.51,0.003,0.316,63.0
MSLVIIIA,VD,96.0,1570.0,1505.0,110.0,1550.0,50.0,4201.0,0.097,0.72,0.0609,0.1419,0.048,54.0,192.5,0.035,0.258,1.49,0.003,0.275,64.0
MSLVIIIA,VD,98.0,1580.0,1505.0,144.0,1450.0,50.0,3778.0,0.097,0.72,0.0609,0.1419,0.048,54.0,235.41,0.02,0.251,1.5,0.003,0.259,67.0
S275LS,NVD,102.0,1615.0,1505.0,132.0,1200.0,50.0,4225.0,0.097,0.72,0.0609,0.1419,0.048,54.0,237.6,0.034,0.171,0.73,0.008,0.201,61.0
MSLVIIIA,VD,85.0,1566.0,1505.0,132.0,1500.0,50.0,3571.0,0.097,0.72,0.0609,0.1419,0.048,54.0,257.4,0.024,0.26,1.49,0.003,0.3059,71.0
S275LS,NVD,108.0,1600.0,1530.0,110.0,1200.0,50.0,4270.0,0.097,0.72,0.0609,0.1419,0.048,54.0,192.5,0.035,0.159,0.72,0.006,0.185,61.0
MSLVIIIA,VD,101.0,1565.0,1505.0,132.0,1300.0,50.0,3991.0,0.097,0.72,0.0609,0.1419,0.048,54.0,207.9,0.039,0.256,1.47,0.003,0.2999,67.0
S275LS,NVD,109.0,1590.0,1536.0,110.0,1250.0,50.0,3459.0,0.097,0.72,0.0609,0.1419,0.048,54.0,241.67,0.036,0.15,0.73,0.006,0.2129,70.0
MSLVIIIA,VD,101.0,1566.0,1505.0,132.0,1500.0,50.0,4835.0,0.097,0.72,0.0609,0.1419,0.048,54.0,247.5,0.035,0.266,1.47,0.003,0.2869,71.0
MSLVIIIA,VD,95.0,1570.0,1505.0,132.0,1500.0,50.0,3684.0,0.097,0.72,0.0609,0.1419,0.048,54.0,181.5,0.038,0.268,1.5,0.003,0.314,61.0
MSLVIIIA,VD,99.0,1570.0,1505.0,132.0,1300.0,50.0,3511.0,0.097,0.72,0.0609,0.1419,0.048,54.0,268.95,0.032,0.269,1.47,0.003,0.2939,64.0
SAE1045,VD,99.0,1589.0,1505.0,110.0,1250.0,50.0,3587.0,0.097,0.72,0.0609,0.1419,0.048,54.0,255.2,0.013,0.424,0.69,0.0089,0.223,66.0
MSLVIIIA,VD,99.0,1565.0,1505.0,132.0,1220.0,50.0,4204.0,0.097,0.72,0.0609,0.1419,0.048,54.0,244.2,0.026,0.261,1.48,0.006,0.2839,63.0
SAE1045,VD,100.0,1605.0,1505.0,110.0,1300.0,50.0,3976.0,0.097,0.72,0.0609,0.1419,0.048,54.0,245.63,0.038,0.439,0.7,0.029,0.218,61.0
MSLVIIIA,VD,102.0,1565.0,1505.0,110.0,1400.0,50.0,4603.0,0.097,0.72,0.0609,0.1419,0.048,54.0,183.26,0.033,0.26,1.49,0.003,0.3174,63.0
MSLVIIIA,VD,102.0,1580.0,1505.0,110.0,1500.0,50.0,4746.0,0.097,0.72,0.0609,0.1419,0.048,54.0,143.0,0.029,0.259,1.5,0.004,0.3039,63.0
MSL1N,VD,94.0,1610.0,1505.0,110.0,1550.0,50.0,4091.0,0.097,0.72,0.0609,0.1419,0.048,54.0,235.4,0.035,0.106,1.49,0.003,0.391,61.0
S275LS,NVD,89.0,1615.0,1505.0,132.0,1300.0,50.0,3204.0,0.097,0.72,0.0609,0.1419,0.048,54.0,234.3,0.036,0.157,0.73,0.005,0.202,63.0
MSL1N,VD,99.0,1590.0,1505.0,132.0,1600.0,50.0,3993.0,0.097,0.72,0.0609,0.1419,0.048,54.0,277.86,0.038,0.09,1.43,0.003,0.385,61.0
S275LS,NVD,89.0,1570.0,1505.0,132.0,1200.0,50.0,3497.0,0.097,0.72,0.0609,0.1419,0.048,54.0,214.5,0.032,0.155,0.72,0.006,0.195,63.0
MSL1N,VD,97.0,1588.0,1505.0,132.0,1360.0,50.0,4276.0,0.097,0.72,0.0609,0.1419,0.048,54.0,247.5,0.03,0.096,1.45,0.003,0.397,58.0
S275LS,NVD,95.0,1585.0,1505.0,132.0,1300.0,50.0,3559.0,0.097,0.72,0.0609,0.1419,0.048,54.0,168.3,0.026,0.159,0.75,0.007,0.197,64.0
MSL1N,VD,92.0,1588.0,1505.0,132.0,1600.0,50.0,4503.0,0.097,0.72,0.0609,0.1419,0.048,54.0,264.0,0.033,0.098,1.46,0.003,0.4189,66.0
MSL1N,NVD,99.0,1590.0,1544.0,132.0,1800.0,50.0,3496.0,0.097,0.72,0.0609,0.1419,0.048,54.0,346.5,0.021,0.099,1.44,0.004,0.374,76.0
MSL1N,VD,102.0,1590.0,1505.0,12.0,1550.0,50.0,3548.0,0.097,0.72,0.0609,0.1419,0.048,54.0,177.0,0.032,0.104,1.44,0.003,0.375,64.0
S275LS,NVD,102.0,1610.0,1505.0,132.0,1300.0,50.0,3288.0,0.097,0.72,0.0609,0.1419,0.048,54.0,198.0,0.043,0.186,0.78,0.0089,0.2069,66.0
S275LS,NVD,98.0,1588.0,1505.0,132.0,1300.0,50.0,3769.0,0.097,0.72,0.0609,0.1419,0.048,54.0,214.5,0.029,0.161,0.74,0.004,0.217,67.0
MSL1N,VD,107.0,1588.0,1505.0,132.0,1450.0,50.0,3813.0,0.097,0.72,0.0609,0.1419,0.048,54.0,214.5,0.037,0.105,1.46,0.003,0.371,64.0
MSL1N,VD,99.0,1589.0,1505.0,132.0,1600.0,50.0,3437.0,0.097,0.72,0.0609,0.1419,0.048,54.0,198.0,0.033,0.104,1.44,0.003,0.374,64.0
MSL1,VD,108.0,1600.0,1505.0,132.0,1700.0,50.0,3672.0,0.097,0.72,0.0609,0.1419,0.048,54.0,165.0,0.032,0.137,0.71,0.003,0.1749,61.0
MSL1,VD,105.0,1620.0,1545.0,110.0,1400.0,50.0,3525.0,0.097,0.72,0.0609,0.1419,0.048,54.0,209.0,0.031,0.136,0.69,0.003,0.201,64.0
MSL1,VD,104.0,1600.0,1505.0,110.0,1550.0,50.0,3439.0,0.097,0.72,0.0609,0.1419,0.048,54.0,192.5,0.037,0.144,0.69,0.004,0.219,71.0
MSLI,VD,103.0,1600.0,1505.0,110.0,1550.0,50.0,4467.0,0.097,0.72,0.0609,0.1419,0.048,54.0,192.5,0.04,0.146,0.69,0.003,0.186,58.0
S275LS,NVD,97.0,1600.0,1505.0,132.0,1550.0,50.0,4517.0,0.097,0.72,0.0609,0.1419,0.048,54.0,260.7,0.041,0.165,0.73,0.004,0.2069,64.0
MSL1N,VD,99.0,1575.0,1505.0,0.0,1300.0,50.0,4830.0,0.097,0.72,0.0609,0.1419,0.048,54.0,0.0,0.036,0.097,1.47,0.002,0.395,61.0
MSL1N,VD,102.0,1585.0,1505.0,132.0,1500.0,50.0,4682.0,0.097,0.72,0.0609,0.1419,0.048,54.0,318.45,0.036,0.081,1.4,0.002,0.3609,64.0
S275LS,NVD,101.0,1580.0,1505.0,132.0,1250.0,50.0,3611.0,0.097,0.72,0.0609,0.1419,0.048,54.0,244.2,0.034,0.167,0.75,0.008,0.2089,70.0
S275LS,NVD,102.0,1570.0,1505.0,132.0,1200.0,50.0,3685.0,0.097,0.72,0.0609,0.1419,0.048,54.0,214.5,0.037,0.161,0.73,0.006,0.193,63.0
MSL1N,VD,99.0,1580.0,1505.0,178.0,1300.0,50.0,4437.0,0.097,0.72,0.0609,0.1419,0.048,54.0,329.8,0.037,0.093,1.45,0.001,0.405,67.0
S275LS,NVD,103.0,1575.0,1505.0,132.0,1300.0,50.0,3406.0,0.097,0.72,0.0609,0.1419,0.048,54.0,277.2,0.04,0.17,0.73,0.012,0.1769,61.0
S275LS,NVD,101.0,1585.0,1505.0,132.0,1300.0,50.0,3684.0,0.097,0.72,0.0609,0.1419,0.048,54.0,148.5,0.041,0.171,0.72,0.01,0.16,71.0
MSL1N,VD,100.0,1580.0,1505.0,132.0,1800.0,50.0,3877.0,0.097,0.72,0.0609,0.1419,0.048,54.0,330.0,0.045,0.098,1.46,0.003,0.376,63.0
SS540LS(V),NVD,102.0,1605.0,1505.0,132.0,1300.0,50.0,3660.0,0.097,0.72,0.0609,0.1419,0.048,54.0,322.41,0.038,0.226,1.45,0.004,0.2379,76.0
MSL1N,VD,96.0,1578.0,1505.0,132.0,1755.0,50.0,4620.0,0.097,0.72,0.0609,0.1419,0.048,54.0,315.15,0.045,0.098,1.46,0.003,0.376,61.0
MSL1N,VD,99.0,1580.0,1505.0,132.0,1600.0,50.0,4807.0,0.097,0.72,0.0609,0.1419,0.048,54.0,264.0,0.047,0.095,1.45,0.003,0.4189,63.0
MSLVIIIA,VD,102.0,1595.0,1505.0,110.0,1300.0,50.0,3789.0,0.097,0.72,0.0609,0.1419,0.048,54.0,242.0,0.042,0.265,1.51,0.004,0.318,64.0
SS540LS(V),NVD,101.0,1585.0,1505.0,132.0,1100.0,50.0,3836.0,0.097,0.72,0.0609,0.1419,0.048,54.0,198.0,0.032,0.228,1.45,0.012,0.225,67.0
MSLVIIIA,VD,97.0,1560.0,1505.0,132.0,1300.0,50.0,4595.0,0.097,0.72,0.0609,0.1419,0.048,54.0,264.0,0.029,0.271,1.5,0.002,0.324,58.0
SS540LSV,NVD,101.0,1575.0,1505.0,132.0,1250.0,50.0,4110.0,0.097,0.72,0.0609,0.1419,0.048,54.0,165.0,0.024,0.222,1.43,0.005,0.253,89.0
MSLVIIIA,VD,101.0,1565.0,1505.0,132.0,1400.0,50.0,4610.0,0.097,0.72,0.0609,0.1419,0.048,54.0,181.5,0.034,0.252,1.52,0.003,0.273,61.0
MSLVIIIA,VD,104.0,1566.0,1505.0,132.0,1500.0,50.0,4397.0,0.097,0.72,0.0609,0.1419,0.048,54.0,207.9,0.032,0.257,1.49,0.003,0.267,63.0
MSLVIIIA,VD,104.0,1565.0,1505.0,132.0,1550.0,50.0,3407.0,0.097,0.72,0.0609,0.1419,0.048,54.0,198.0,0.034,0.255,1.49,0.004,0.2939,67.0
SS540LSV,NVD,102.0,1590.0,1512.0,132.0,1400.0,50.0,3434.0,0.097,0.72,0.0609,0.1419,0.048,54.0,165.0,0.033,0.201,1.37,0.008,0.223,74.0
JSAW2,VD,102.0,1610.0,1505.0,132.0,1320.0,50.0,3914.0,0.097,0.72,0.0609,0.1419,0.048,54.0,244.2,0.035,0.163,0.76,0.004,0.2369,66.0
JSAW2,VD,102.0,1580.0,1505.0,132.0,1100.0,50.0,4699.0,0.097,0.72,0.0609,0.1419,0.048,54.0,260.7,0.033,0.149,0.74,0.004,0.198,61.0
HC52BX,VD,101.0,1575.0,1505.0,0.0,1200.0,50.0,3822.0,0.097,0.72,0.0609,0.1419,0.048,54.0,0.0,0.004,0.524,0.75,0.006,0.189,55.0
HC52BX,VD,100.0,1552.0,1505.0,44.0,900.0,50.0,3894.0,0.097,0.72,0.0609,0.1419,0.048,54.0,44.0,0.005,0.51,0.73,0.0089,0.2099,58.0
JSAW2,VD,104.0,1582.0,1505.0,132.0,1320.0,50.0,4288.0,0.097,0.72,0.0609,0.1419,0.048,54.0,165.0,0.032,0.163,0.72,0.004,0.201,64.0
JSAW2,VD,103.0,1580.0,1505.0,132.0,1300.0,50.0,4250.0,0.097,0.72,0.0609,0.1419,0.048,54.0,264.0,0.028,0.151,0.75,0.003,0.2129,63.0
JSAW2,VD,105.0,1582.0,1505.0,132.0,1350.0,50.0,4062.0,0.097,0.72,0.0609,0.1419,0.048,54.0,264.0,0.034,0.159,0.74,0.003,0.255,66.0
JSAW2,VD,111.0,1580.0,1505.0,132.0,1400.0,50.0,3997.0,0.097,0.72,0.0609,0.1419,0.048,54.0,280.5,0.033,0.166,0.75,0.002,0.231,64.0
MSLCR1MO,VD,97.0,1612.0,1505.0,44.0,1200.0,50.0,4960.0,0.097,0.72,0.0609,0.1419,0.048,54.0,44.0,0.012,0.081,0.37,0.005,0.54,82.0
MSLCR1MO,VD,88.0,1575.0,1505.0,44.0,1350.0,50.0,3991.0,0.097,0.72,0.0609,0.1419,0.048,54.0,44.0,0.008,0.086,0.39,0.007,0.5869,73.0
SS540LS(V),NVD,100.0,1610.0,1505.0,132.0,1200.0,50.0,4615.0,0.097,0.72,0.0609,0.1419,0.048,54.0,232.65,0.032,0.226,1.42,0.007,0.2059,85.0
MSLCR1MO,VD,97.0,1575.0,1505.0,44.0,1450.0,50.0,4301.0,0.097,0.72,0.0609,0.1419,0.048,54.0,44.0,0.006,0.089,0.34,0.005,0.51,77.0
